TrackingNumber,Common.Name,Population.Name,NMFSJeopardy,NMFSCriticalHabitat,AdMod,Jeopardy,CH_cons,Spp_cons,BiOp,RPA,WorkType,Comments,Population,ProposedSP,ProposedCH
FPR-2004-2643,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Phorate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
FPR-2004-2643,Steelhead,Upper Columbia River DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Phorate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2643,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Phorate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Puget Sound ESU,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Lower Columbia River ESU,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Upper Columbia River spring-run ESU,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Upper Willamette River ESU,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",California Coastal ESU,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, Chinook",Central Valley spring-run ESU,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, chum",Hood Canal summer-run ESU,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, chum",Columbia River ESU,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, coho",Lower Columbia River ESU,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,NA,NA
FPR-2004-2672,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,"Salmon, sockeye",Ozette Lake ESU,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Puget Sound DPS,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,NA,NA
FPR-2004-2672,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",South Central California Coast DPS,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,Upper Willamette River DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2672,Steelhead,California Central Valley DPS,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,"2,4-D http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf",,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2674,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2674,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2674,"Salmon, Chinook",Puget Sound ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, Chinook",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, Chinook",Upper Columbia River spring-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2674,"Salmon, Chinook",Upper Willamette River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, Chinook",California Coastal ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, Chinook",Central Valley spring-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, chum",Hood Canal summer-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, chum",Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, coho",Lower Columbia River ESU,,,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,NA,NA
FPR-2004-2674,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,"Salmon, sockeye",Ozette Lake ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,Steelhead,Puget Sound DPS,,,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,NA,NA
FPR-2004-2674,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2674,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,South Central California Coast DPS,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2674,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2674,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2674,Steelhead,Upper Willamette River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2674,Steelhead,California Central Valley DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Linuron http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticide_opinion4.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2676,"Salmon, Chinook",Upper Columbia River spring-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",California Coastal ESU,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, Chinook",Sacramento River winter-run ESU,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, coho",Lower Columbia River ESU,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,NA,NA
FPR-2004-2676,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2676,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,South Central California Coast DPS,No Effect,No Effect
FPR-2004-2676,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
FPR-2004-2676,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Pendimethalin http://www.nmfs.noaa.gov/pr/pdfs/consultations/pesticides_batch5opinion.pdf,,No Effect,No Effect
